v1,v2
ham,Please ensure that you only engage with empaneled solar vendors listed on the official PM Surya Ghar portal to ensure quality and eligibility for subsidy
spam,Ladli Behna Yojana account blocked due to suspicious activity share the 6 digit OTP sent to your phone to verify your identity and prevent closure today
ham,If your Ladli Behna Yojana payment is delayed please check your DBT status on the Samagra portal and ensure your bank account is active
spam,PM Vishwakarma toolkit voucher claim failed click the link to process the refund of Rs 15000 directly to your bank account using your UPI PIN
ham,The e voucher for your PM Vishwakarma toolkit will be sent to your registered mobile number it can only be redeemed at authorized NSIC vendor shops
spam,Ayushman Bharat scheme lucky draw you have won free medical treatment for life in private hospitals pay the registration tax online to claim your certificate
ham,You can check the list of empaneled public and private hospitals under the Ayushman Bharat scheme directly through the official mobile application or website
spam,Lakhpati Didi loan waiver scheme all your existing SHG loans are forgiven click the link to generate your clearance certificate and pay the legal fee
ham,The Lakhpati Didi initiative focuses on diversifying livelihood activities for women it does not include provisions for the blanket waiver of existing microfinance loans
spam,Your agricultural fertilizer subsidy is detained by the agriculture department pay the anti fraud clearance fee of Rs 3500 to our agent to release it
ham,The nutrient based subsidy for the current Kharif season has been finalized by the cabinet ensuring adequate availability of fertilizers to farmers at subsidized rates
